CTLabel,BoroCode,BoroName,CT2010,BoroCT2010,CDEligibil,NTACode,NTAName,PUMA,Shape_Leng,Shape_Area
383.01,4,Queens,038301,4038301,I,QN99,park-cemetery-etc-Queens,4103,10195.37328140000,6407119.97307999991
462,4,Queens,046200,4046200,E,QN61,Jamaica,4112,6935.57792391000,2685518.65933999978
468,4,Queens,046800,4046800,E,QN61,Jamaica,4112,6509.98910870000,2471080.32280000020
1214,3,Brooklyn,121400,3121400,E,BK82,East New York,4008,5466.96999729000,1831282.97445000010
1220,3,Brooklyn,122000,3122000,E,BK82,East New York,4008,20252.41566730000,11429798.22650000080
146.05,5,Staten Island,014605,5014605,I,SI54,Great Kills,3901,14559.54147490000,9495010.77793999948
146.06,5,Staten Island,014606,5014606,I,SI54,Great Kills,3901,20158.23083860000,19048678.83709999919
72,1,Manhattan,007200,1007200,I,MN20,Murray Hill-Kips Bay,3808,5722.94387983000,1877428.89925000002
74,1,Manhattan,007400,1007400,I,MN17,Midtown-Midtown South,3807,5726.15740183000,1879420.36101000011
889.01,4,Queens,088901,4088901,E,QN22,Flushing,4103,14969.15630360000,6858889.80886999983
869,4,Queens,086900,4086900,E,QN22,Flushing,4103,12021.58401600000,6527025.16069999989
561,4,Queens,056100,4056100,I,QN99,park-cemetery-etc-Queens,4110,32879.04028270000,31235710.10900000110
1142.01,3,Brooklyn,114201,3114201,E,BK83,Cypress Hills-City Line,4008,10545.21383200000,3223151.15811999980
554,4,Queens,055400,4055400,I,QN34,Queens Village,4105,6806.19275238000,2368771.88951000012
560,4,Queens,056000,4056000,I,QN34,Queens Village,4105,8503.40378224000,2300762.95190999983
439,4,Queens,043900,4043900,E,QN25,Corona,4107,5891.21551940000,1772849.11113999994
849,4,Queens,084900,4084900,E,QN22,Flushing,4103,8403.44925876000,3276963.22001999989
369,3,Brooklyn,036900,3036900,E,BK79,Ocean Hill,4007,7215.25609685000,2433755.68709000014
7,3,Brooklyn,000700,3000700,I,BK09,Brooklyn Heights-Cobble Hill,4004,6302.79265289000,1927409.05749000004
134,5,Staten Island,013400,5013400,I,SI45,New Dorp-Midland Beach,3902,12637.92876060000,9160148.91293000057
1429,4,Queens,142900,4142900,I,QN48,Auburndale,4104,13094.02747380000,5720440.61957999971
1451.01,4,Queens,145101,4145101,E,QN48,Auburndale,4104,6870.72282291000,2704350.21541999979
182,4,Queens,018200,4018200,E,QN76,Baisley Park,4112,7087.16635549000,2762694.91423999984
792,4,Queens,079200,4079200,I,QN76,Baisley Park,4112,8190.68692000000,3889150.39679000014
62.01,4,Queens,006201,4006201,I,QN57,Lindenwood-Howard Beach,4113,8323.52324945000,4310186.12344999984
892,4,Queens,089200,4089200,I,QN57,Lindenwood-Howard Beach,4113,29820.33539760000,30882687.80279999971
337,2,Bronx,033700,2033700,I,BX22,North Riverdale-Fieldston-Riverdale,3701,13093.01039600000,4667854.37576999981
502.02,3,Brooklyn,050202,3050202,I,BK40,Windsor Terrace,4012,5366.54075177000,1451525.11309000012
504,3,Brooklyn,050400,3050400,I,BK40,Windsor Terrace,4012,7398.06791072000,2516814.05078000017
279,2,Bronx,027900,2027900,E,BX28,Van Cortlandt Village,3701,9068.46148371000,2907492.76304000011
281,2,Bronx,028100,2028100,I,BX28,Van Cortlandt Village,3701,5703.14477809000,1393875.87446999992
368,4,Queens,036800,4036800,I,QN08,St. Albans,4112,6423.45374061000,2511265.34816000005
40.02,4,Queens,004002,4004002,I,QN56,Ozone Park,4113,5677.83096630000,1397103.08544000005
86,4,Queens,008600,4008600,I,QN56,Ozone Park,4113,7843.60432523000,3519280.56371999998
973,4,Queens,097300,4097300,I,QN49,Whitestone,4103,11812.44094410000,5595370.29861999955
358,2,Bronx,035800,2035800,I,BX03,Eastchester-Edenwald-Baychester,3702,11178.46403080000,7018832.11765999999
21,5,Staten Island,002100,5002100,E,SI37,Stapleton-Rosebank,3903,22302.85822960000,9419722.29027999938
18,3,Brooklyn,001800,3001800,I,BK32,Sunset Park West,4012,76563.32414810000,22094932.27070000023
34,3,Brooklyn,003400,3003400,I,BK31,Bay Ridge,4013,11209.06894960000,5158736.77295000013
111,1,Manhattan,011100,1011100,I,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3807,5695.62495878000,1888640.76646000007
115,1,Manhattan,011500,1011500,I,MN15,Clinton,3807,5697.55448504000,1889825.67189000011
575,3,Brooklyn,057500,3057500,E,BK76,Greenpoint,4001,7029.26214330000,2014844.46482999995
579,3,Brooklyn,057900,3057900,E,BK76,Greenpoint,4001,16628.13027980000,7899077.82118999958
171,1,Manhattan,017100,1017100,I,MN12,Upper West Side,3806,6578.83806931000,2261887.43417999987
179,1,Manhattan,017900,1017900,I,MN12,Upper West Side,3806,6438.48290811000,2278120.86402999982
183,1,Manhattan,018300,1018300,I,MN12,Upper West Side,3806,6592.53533713000,2391019.32649999997
187,1,Manhattan,018700,1018700,I,MN12,Upper West Side,3806,6534.41129992000,2323892.27907999977
162,1,Manhattan,016200,1016200,E,MN33,East Harlem South,3804,10030.58946320000,2924177.10058999993
240,1,Manhattan,024000,1024000,I,MN99,park-cemetery-etc-Manhattan,3804,24946.23834490000,23466537.57669999823
118,2,Bronx,011800,2011800,I,BX52,Schuylerville-Throgs Neck-Edgewater Park,3703,35112.08191660000,11022754.55100000091
1032.01,4,Queens,103201,4103201,E,QN15,Far Rockaway-Bayswater,4114,11041.27807690000,4311253.65727999993
1008.02,4,Queens,100802,4100802,E,QN15,Far Rockaway-Bayswater,4114,17090.43654170000,11195616.82179999910
283,1,Manhattan,028300,1028300,E,MN35,Washington Heights North,3801,6153.08011567000,1622664.16929999995
285,1,Manhattan,028500,1028500,E,MN35,Washington Heights North,3801,5113.16917487000,1314114.33914000005
319.01,5,Staten Island,031901,5031901,E,SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,3903,8255.05231497000,4126571.78890000004
323,5,Staten Island,032300,5032300,E,SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,3903,37832.00353080000,41202700.40060000122
231,5,Staten Island,023100,5023100,E,SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,3903,10150.55373750000,6280175.28859999962
198,4,Queens,019800,4019800,E,QN01,South Jamaica,4112,6901.85597406000,2231764.83232000005
196,4,Queens,019600,4019600,E,QN01,South Jamaica,4112,7476.95990508000,2402963.95571999997
202,4,Queens,020200,4020200,E,QN01,South Jamaica,4112,5865.31459014000,1570995.90146000008
220.01,4,Queens,022001,4022001,E,QN35,Briarwood-Jamaica Hills,4106,9596.59829847000,4410449.79846999981
437.01,4,Queens,043701,4043701,E,QN25,Corona,4107,5520.80180092000,1615375.89078000002
437.02,4,Queens,043702,4043702,E,QN25,Corona,4107,5926.80323426000,1951899.30061000003
803.01,4,Queens,080301,4080301,E,QN62,Queensboro Hill,4103,10710.31508100000,3470819.06441000011
264,4,Queens,026400,4026400,E,QN01,South Jamaica,4112,8552.61822214000,2739605.18728999980
276,4,Queens,027600,4027600,E,QN76,Baisley Park,4112,6153.87675465000,1708235.45558000007
258,4,Queens,025800,4025800,I,QN01,South Jamaica,4112,6100.84939282000,2280364.80017000018
88,4,Queens,008800,4008800,I,QN56,Ozone Park,4113,9333.64238866000,4717307.59185000043
523,3,Brooklyn,052300,3052300,E,BK73,North Side-South Side,4001,4979.68855525000,1538749.38171999995
525,3,Brooklyn,052500,3052500,E,BK73,North Side-South Side,4001,5049.88897273000,1356123.68454999989
702.01,3,Brooklyn,070201,3070201,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,19339.06737760000,11061211.55000000075
702.02,3,Brooklyn,070202,3070202,E,BK99,park-cemetery-etc-Brooklyn,4009,44384.87191400000,54554848.55830000341
702.03,3,Brooklyn,070203,3070203,I,BK99,park-cemetery-etc-Brooklyn,4009,146017.76062300001,43216571.27030000091
146.07,5,Staten Island,014607,5014607,I,SI54,Great Kills,3901,11422.90816720000,7353796.49139999971
170.12,5,Staten Island,017012,5017012,I,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,3901,16007.38775620000,10806297.31609999947
226,5,Staten Island,022600,5022600,I,SI11,Charleston-Richmond Valley-Tottenville,3901,54958.54234600000,86240534.43240000308
208.03,5,Staten Island,020803,5020803,I,SI32,Rossville-Woodrow,3901,19428.38676760000,22620197.18919999897
366,3,Brooklyn,036600,3036600,E,BK19,Brighton Beach,4018,6655.72100610000,2516458.38171999995
370,3,Brooklyn,037000,3037000,I,BK19,Brighton Beach,4018,7840.71641766000,3617774.27324000001
374.01,3,Brooklyn,037401,3037401,E,BK26,Gravesend,4018,6927.20408624000,2422862.79107999988
402,3,Brooklyn,040200,3040200,E,BK29,Bensonhurst East,4017,5858.27180239000,2126182.14142000023
987,4,Queens,098700,4098700,I,QN49,Whitestone,4103,19313.57878260000,7162698.05803999957
151,1,Manhattan,015100,1015100,E,MN14,Lincoln Square,3806,10116.03043780000,3579606.48389999988
155,1,Manhattan,015500,1015500,I,MN14,Lincoln Square,3806,7670.85150612000,2035791.19426000002
277.05,5,Staten Island,027705,5027705,I,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,3902,9895.35768343000,5718597.20380999986
54,2,Bronx,005400,2005400,E,BX08,West Farms-Bronx River,3709,6397.43678639000,2133456.99390000012
56,2,Bronx,005600,2005600,E,BX08,West Farms-Bronx River,3709,5033.52015102000,1511686.21499000001
157,2,Bronx,015700,2015700,E,BX75,Crotona Park East,3705,8489.61690765000,3384899.20001999987
177,3,Brooklyn,017700,3017700,I,BK99,park-cemetery-etc-Brooklyn,4005,24229.30122870000,27386701.13109999895
327,3,Brooklyn,032700,3032700,E,BK60,Prospect Lefferts Gardens-Wingate,4011,7341.19248876000,1908911.97829000000
588,3,Brooklyn,058800,3058800,E,BK25,Homecrest,4016,5325.46929646000,1718520.69901999994
590,3,Brooklyn,059000,3059000,I,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,5777.40967992000,1704089.77674999996
606,3,Brooklyn,060600,3060600,I,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,7668.70741327000,1950213.57000000007
24,4,Queens,002400,4002400,I,QN54,Richmond Hill,4111,5358.13034747000,1516527.18221000000
26,4,Queens,002600,4002600,I,QN54,Richmond Hill,4111,6189.62644341000,1593309.08422999992
981,4,Queens,098100,4098100,I,QN49,Whitestone,4103,19714.73182530000,6956794.71222000010
374.02,3,Brooklyn,037402,3037402,E,BK26,Gravesend,4018,7636.81276969000,3270756.20673999982
106.02,1,Manhattan,010602,1010602,I,MN31,Lenox Hill-Roosevelt Island,3805,4844.72445453000,1344539.17640000000
110,1,Manhattan,011000,1011000,I,MN31,Lenox Hill-Roosevelt Island,3805,5522.49301342000,1901324.18249000004
116,1,Manhattan,011600,1011600,I,MN31,Lenox Hill-Roosevelt Island,3805,6372.76281112000,2117484.29198999982
1085,4,Queens,108500,4108500,I,QN46,Bayside-Bayside Hills,4104,9355.71145316000,4838779.26281000022
1099,4,Queens,109900,4109900,I,QN46,Bayside-Bayside Hills,4104,8314.44795415000,4114052.50473000016
1133,4,Queens,113300,4113300,I,QN46,Bayside-Bayside Hills,4104,7000.89169601000,2802497.73632000014
29,5,Staten Island,002900,5002900,E,SI37,Stapleton-Rosebank,3903,10895.07217250000,5670289.78593000025
33,5,Staten Island,003300,5003300,I,SI08,Grymes Hill-Clifton-Fox Hills,3903,18603.97438460000,9206106.55598000064
128.06,5,Staten Island,012806,5012806,I,SI25,Oakwood-Oakwood Beach,3901,16923.74452920000,13877574.81640000083
132.01,5,Staten Island,013201,5013201,I,SI25,Oakwood-Oakwood Beach,3901,10037.54244370000,5054382.87729000021
182,1,Manhattan,018200,1018200,E,MN34,East Harlem North,3804,5776.70989050000,1903851.29511000006
188,1,Manhattan,018800,1018800,E,MN34,East Harlem North,3804,5109.09364890000,1599822.89244999993
194,1,Manhattan,019400,1019400,E,MN34,East Harlem North,3804,5501.59641271000,1881690.31526000006
196,1,Manhattan,019600,1019600,E,MN34,East Harlem North,3804,5774.15991078000,1902090.87086999998
170.05,5,Staten Island,017005,5017005,I,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,3901,18608.83825540000,16126867.39369999990
176,5,Staten Island,017600,5017600,I,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,3901,26113.31388990000,35647019.14660000056
307.01,2,Bronx,030701,2030701,I,BX22,North Riverdale-Fieldston-Riverdale,3701,13708.49210710000,4277754.54473000020
309,2,Bronx,030900,2030900,I,BX22,North Riverdale-Fieldston-Riverdale,3701,24929.53883660000,13700258.24750000052
146.08,5,Staten Island,014608,5014608,I,SI54,Great Kills,3901,9458.91082091000,4831070.56297000032
239,5,Staten Island,023900,5023900,I,SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,3903,10995.45459590000,5676585.66942999978
303.02,5,Staten Island,030302,5030302,I,SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,3903,13923.14357670000,9788328.79566000029
70,5,Staten Island,007000,5007000,I,SI36,Old Town-Dongan Hills-South Beach,3902,26519.44774680000,28727547.52679999918
138,5,Staten Island,013800,5013800,I,SI25,Oakwood-Oakwood Beach,3901,16997.97221320000,15147260.34369999915
96.01,5,Staten Island,009601,5009601,I,SI36,Old Town-Dongan Hills-South Beach,3902,13028.48132540000,8360349.88131999969
96.02,5,Staten Island,009602,5009602,I,SI36,Old Town-Dongan Hills-South Beach,3902,10198.66890330000,6647790.29502999969
7,5,Staten Island,000700,5000700,E,SI22,West New Brighton-New Brighton-St. George,3903,11383.34466430000,5499057.66681000032
81,5,Staten Island,008100,5008100,I,SI22,West New Brighton-New Brighton-St. George,3903,12144.02758580000,8357663.55248999968
598,3,Brooklyn,059800,3059800,I,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,7239.39477324000,2145271.49941000016
626,3,Brooklyn,062600,3062600,I,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,9998.50482345000,3425961.06022999994
350,3,Brooklyn,035000,3035000,E,BK23,West Brighton,4018,5880.06295969000,2121558.95636999980
354,3,Brooklyn,035400,3035400,E,BK23,West Brighton,4018,11330.36752490000,4060737.98307000007
230,3,Brooklyn,023000,3023000,E,BK88,Borough Park,4014,8324.37937677000,1625395.98763000011
478,3,Brooklyn,047800,3047800,E,BK88,Borough Park,4014,6946.93047974000,2380722.10588000016
112.01,5,Staten Island,011201,5011201,I,SI36,Old Town-Dongan Hills-South Beach,3902,18352.80729780000,17602458.78660000116
114.01,5,Staten Island,011401,5011401,I,SI36,Old Town-Dongan Hills-South Beach,3902,9647.61601540000,5672591.56396999955
7,1,Manhattan,000700,1000700,I,MN25,Battery Park City-Lower Manhattan,3810,12076.32338570000,2528569.62266999995
9,1,Manhattan,000900,1000900,I,MN25,Battery Park City-Lower Manhattan,3810,16484.09883690000,3122058.75618000003
36,5,Staten Island,003600,5003600,I,SI37,Stapleton-Rosebank,3903,10483.48494400000,4372029.09992999956
105,5,Staten Island,010500,5010500,I,SI35,New Brighton-Silver Lake,3903,12556.27159350000,8794181.85390000045
161,3,Brooklyn,016100,3016100,I,BK64,Prospect Heights,4006,6481.07205946000,1964230.08166999999
35,3,Brooklyn,003500,3003500,I,BK68,Fort Greene,4004,5043.32560199000,1433175.19011000008
179,3,Brooklyn,017900,3017900,I,BK68,Fort Greene,4004,5330.11518656000,1705006.91394999996
538,4,Queens,053800,4053800,I,QN34,Queens Village,4105,7196.83101511000,2031701.27594999992
582,4,Queens,058200,4058200,E,QN34,Queens Village,4105,11441.37630970000,6066864.69113000017
8,5,Staten Island,000800,5000800,I,SI37,Stapleton-Rosebank,3903,14770.56099680000,8555046.08187000081
40,5,Staten Island,004000,5004000,E,SI08,Grymes Hill-Clifton-Fox Hills,3903,16609.43400490000,12712719.21930000000
163,3,Brooklyn,016300,3016300,I,BK64,Prospect Heights,4006,6111.66438272000,1980070.63901000004
203,3,Brooklyn,020300,3020300,E,BK64,Prospect Heights,4006,5265.16877540000,1512124.55159000005
205,3,Brooklyn,020500,3020500,I,BK64,Prospect Heights,4006,5441.54362409000,1718969.96681999997
37,1,Manhattan,003700,1003700,I,MN24,SoHo-TriBeCa-Civic Center-Little Italy,3810,11677.82251780000,4105897.95319999987
39,1,Manhattan,003900,1003900,I,MN24,SoHo-TriBeCa-Civic Center-Little Italy,3810,10119.95533860000,3451489.47537000012
33,1,Manhattan,003300,1003300,I,MN24,SoHo-TriBeCa-Civic Center-Little Italy,3810,8170.75666310000,3677736.96119999979
47,1,Manhattan,004700,1004700,I,MN24,SoHo-TriBeCa-Civic Center-Little Italy,3810,5987.20907523000,1780550.87275999994
317.02,3,Brooklyn,031702,3031702,E,BK61,Crown Heights North,4006,5031.46306275000,1500336.66225000005
319,3,Brooklyn,031900,3031900,E,BK63,Crown Heights South,4011,5787.18839602000,1631610.70357999997
321,3,Brooklyn,032100,3032100,E,BK63,Crown Heights South,4011,6039.88563546000,1724842.12889999989
389,3,Brooklyn,038900,3038900,E,BK78,Bushwick South,4002,6785.09333112000,1753914.47139000008
220,2,Bronx,022000,2022000,E,BX17,East Tremont,3705,11159.97805730000,2254221.42234000005
655.01,4,Queens,065501,4065501,I,QN21,Middle Village,4110,11693.73908080000,8754287.53556000069
1617,4,Queens,161700,4161700,I,QN43,Bellerose,4105,11943.20532650000,7607656.67870999966
387,3,Brooklyn,038700,3038700,E,BK35,Stuyvesant Heights,4003,5708.76585948000,2027988.23022000003
395,3,Brooklyn,039500,3039500,E,BK78,Bushwick South,4002,5825.77133285000,1718425.82043000008
424,3,Brooklyn,042400,3042400,E,BK29,Bensonhurst East,4017,6586.20084757000,1733612.94206000003
410,3,Brooklyn,041000,3041000,E,BK29,Bensonhurst East,4017,5990.26532656000,1537209.75839000009
412,3,Brooklyn,041200,3041200,E,BK29,Bensonhurst East,4017,5466.78298849000,1780125.24968999997
273.01,5,Staten Island,027301,5027301,I,SI05,New Springville-Bloomfield-Travis,3902,23029.81506610000,32744688.57569999993
277.04,5,Staten Island,027704,5027704,I,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,3902,10020.85152000000,5668057.22211000044
244,3,Brooklyn,024400,3024400,E,BK88,Borough Park,4014,6280.44704583000,1670948.34850000008
468,3,Brooklyn,046800,3046800,E,BK88,Borough Park,4014,8979.00106064000,3193544.08631000016
449,3,Brooklyn,044900,3044900,E,BK90,East Williamsburg,4001,33899.70488210000,22970837.64519999921
539,4,Queens,053900,4053900,I,QN20,Ridgewood,4110,11184.80725940000,6525759.57332000043
172,1,Manhattan,017200,1017200,E,MN33,East Harlem South,3804,5797.30355805000,1912201.20363999996
180,1,Manhattan,018000,1018000,E,MN34,East Harlem North,3804,6055.95359317000,2288094.65855999989
275,3,Brooklyn,027500,3027500,I,BK35,Stuyvesant Heights,4003,5390.78775185000,1743574.60443999991
277,3,Brooklyn,027700,3027700,E,BK35,Stuyvesant Heights,4003,5391.76576444000,1745688.27631999995
129.01,3,Brooklyn,012901,3012901,I,BK37,Park Slope-Gowanus,4005,5410.69264230000,1479914.45653000008
129.02,3,Brooklyn,012902,3012902,I,BK37,Park Slope-Gowanus,4005,5163.44523884000,1372594.00885999994
453,3,Brooklyn,045300,3045300,E,BK77,Bushwick North,4002,8850.17931248000,3439556.30165999988
485,3,Brooklyn,048500,3048500,E,BK78,Bushwick South,4002,11637.64391260000,6253344.16306000017
143,1,Manhattan,014300,1014300,I,MN99,park-cemetery-etc-Manhattan,3806,32725.91046170000,38310738.10509999841
216,1,Manhattan,021600,1021600,E,MN11,Central Harlem South,3803,5689.08086448000,1864443.31305000000
187.02,5,Staten Island,018702,5018702,I,SI05,New Springville-Bloomfield-Travis,3902,12962.84933810000,10791664.09229999967
189.02,5,Staten Island,018902,5018902,I,SI05,New Springville-Bloomfield-Travis,3902,13920.70582870000,8558393.98883000016
199,1,Manhattan,019900,1019900,I,MN09,Morningside Heights,3802,6655.47747542000,2406492.13483999996
331,4,Queens,033100,4033100,I,QN98,Airport,4102,42491.68285160000,31527285.63109999895
907,4,Queens,090700,4090700,E,QN23,College Point,4103,25403.64988940000,22087785.56650000066
637,4,Queens,063700,4063700,I,QN19,Glendale,4110,12431.31909910000,7451820.01307999995
639,4,Queens,063900,4063900,I,QN19,Glendale,4110,8462.73977548000,2596716.99574000016
177,5,Staten Island,017700,5017700,I,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,3902,27951.54135750000,38420281.16040000319
181,5,Staten Island,018100,5018100,I,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,3902,32453.16273580000,56262791.95260000229
198,5,Staten Island,019800,5019800,I,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,3901,43967.49746930000,60989242.35220000148
244.02,5,Staten Island,024402,5024402,I,SI11,Charleston-Richmond Valley-Tottenville,3901,22514.74284040000,19268062.72989999875
9901,5,Staten Island,990100,5990100,I,SI99,park-cemetery-etc-Staten Island,3901,4743.12808521000,635701.95653099997
228,5,Staten Island,022800,5022800,I,SI05,New Springville-Bloomfield-Travis,3902,57602.57242330000,116235122.06299999356
308,3,Brooklyn,030800,3030800,E,BK26,Gravesend,4018,12485.09272100000,7193619.62151999958
382,3,Brooklyn,038200,3038200,E,BK26,Gravesend,4018,6175.10432759000,2526924.19533000002
74,2,Bronx,007400,2007400,E,BX09,Soundview-Castle Hill-Clason Point-Harding Park,3709,6409.12925327000,2012633.75316999992
86,2,Bronx,008600,2008600,E,BX09,Soundview-Castle Hill-Clason Point-Harding Park,3709,6419.32202532000,2019879.65784000000
1188,3,Brooklyn,118800,3118800,E,BK83,Cypress Hills-City Line,4008,6037.64817130000,1877145.27147000004
1202,3,Brooklyn,120200,3120200,E,BK83,Cypress Hills-City Line,4008,6137.97355974000,1647418.33064999990
747,4,Queens,074700,4074700,I,QN17,Forest Hills,4108,9967.96237979000,3179939.95663999999
425,3,Brooklyn,042500,3042500,E,BK78,Bushwick South,4002,5251.94312377000,1806434.38094999990
462.01,2,Bronx,046201,2046201,I,BX13,Co-op City,3703,22026.43035770000,23507456.88179999962
462.02,2,Bronx,046202,2046202,E,BX13,Co-op City,3703,23150.19728280000,10304365.87539999932
221.01,2,Bronx,022101,2022101,E,BX63,West Concourse,3708,3869.86327235000,732245.12169900001
383.01,2,Bronx,038301,2038301,E,BX40,Fordham South,3707,4142.37025005000,1030540.49320000003
383.02,2,Bronx,038302,2038302,E,BX40,Fordham South,3707,8039.32371125000,1565110.49372999999
1551.01,4,Queens,155101,4155101,I,QN44,Glen Oaks-Floral Park-New Hyde Park,4105,10130.32169230000,5175923.56838999968
1551.02,4,Queens,155102,4155102,I,QN44,Glen Oaks-Floral Park-New Hyde Park,4105,23459.59677280000,15548071.95020000078
147.02,2,Bronx,014702,2014702,E,BX01,Claremont-Bathgate,3705,5155.75098691000,1247172.49725000001
169,2,Bronx,016900,2016900,E,BX01,Claremont-Bathgate,3705,5261.39157288000,1000160.56464000000
348,2,Bronx,034800,2034800,E,BX31,Allerton-Pelham Gardens,3704,9984.82368901000,4713702.63690000027
350,2,Bronx,035000,2035000,I,BX31,Allerton-Pelham Gardens,3704,6357.08698692000,2066395.69687999994
295,2,Bronx,029500,2029500,I,BX29,Spuyten Duyvil-Kingsbridge,3701,9052.77741161000,2551495.39747000020
297,2,Bronx,029700,2029700,I,BX29,Spuyten Duyvil-Kingsbridge,3701,8398.24843676000,2498758.55122999987
134,4,Queens,013400,4013400,I,QN60,Kew Gardens,4111,6548.28090345000,2053046.86315999995
775,4,Queens,077500,4077500,I,QN60,Kew Gardens,4111,7312.45126947000,2467850.85229999991
98,4,Queens,009800,4009800,E,QN55,South Ozone Park,4113,6831.55529565000,1460890.57229000004
110,4,Queens,011000,4011000,E,QN54,Richmond Hill,4111,6467.64837409000,1776467.77576000011
846.02,4,Queens,084602,4084602,E,QN55,South Ozone Park,4113,19238.41423270000,8085912.16805000044
884,4,Queens,088400,4088400,I,QN57,Lindenwood-Howard Beach,4113,38959.48757690000,16339980.84559999965
703,4,Queens,070300,4070300,I,QN18,Rego Park,4108,9259.14894424000,2596104.47044999991
707,4,Queens,070700,4070700,I,QN17,Forest Hills,4108,6626.19789005000,2389558.74051999999
709,4,Queens,070900,4070900,I,QN17,Forest Hills,4108,7479.46708534000,2364591.22175000003
607.01,4,Queens,060701,4060701,I,QN21,Middle Village,4110,19116.62790960000,7641869.09164000023
489,3,Brooklyn,048900,3048900,E,BK78,Bushwick South,4002,4061.31077852000,985798.44067000004
493,3,Brooklyn,049300,3049300,E,BK78,Bushwick South,4002,7120.60795764000,2454524.81117000012
493.02,4,Queens,049302,4049302,E,QN30,Maspeth,4110,8835.58237254000,2966532.20654999977
803.02,4,Queens,080302,4080302,I,QN62,Queensboro Hill,4103,14645.17701470000,4633432.52214000002
82,1,Manhattan,008200,1008200,I,MN20,Murray Hill-Kips Bay,3808,5681.26079878000,1856719.36483000009
223,5,Staten Island,022300,5022300,E,SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,3903,24371.69709700000,7143297.87497999985
96,2,Bronx,009600,2009600,E,BX59,Westchester-Unionport,3709,13844.91420970000,7359513.94063000008
201,2,Bronx,020100,2020100,E,BX26,Highbridge,3708,7253.98426101000,2967244.84274999984
219,4,Queens,021900,4021900,I,QN31,Hunters Point-Sunnyside-West Maspeth,4109,22485.05559780000,13748707.02789999917
535,4,Queens,053500,4053500,E,QN30,Maspeth,4110,12526.00851020000,5465831.83232000005
78,2,Bronx,007800,2007800,E,BX59,Westchester-Unionport,3709,8785.49462751000,3326684.15676000016
92,2,Bronx,009200,2009200,E,BX59,Westchester-Unionport,3709,9143.90329922000,3278193.62587000011
296,2,Bronx,029600,2029600,E,BX49,Pelham Parkway,3704,17711.74186580000,7711449.38422000036
63,2,Bronx,006300,2006300,E,BX63,West Concourse,3708,20115.61711310000,11410337.50080000050
103,1,Manhattan,010300,1010300,I,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3807,5699.23816297000,1875918.15636999998
86.03,1,Manhattan,008603,1008603,I,MN19,Turtle Bay-East Midtown,3808,4802.72076730000,1253784.29126999993
238.01,1,Manhattan,023801,1023801,I,MN31,Lenox Hill-Roosevelt Island,3805,14505.24411960000,3606885.28288999991
798.01,3,Brooklyn,079801,3079801,E,BK60,Prospect Lefferts Gardens-Wingate,4011,4764.35304985000,1397208.65479000006
798.02,3,Brooklyn,079802,3079802,E,BK60,Prospect Lefferts Gardens-Wingate,4011,5259.37915045000,1145198.59997999994
53,3,Brooklyn,005300,3005300,E,BK33,Carroll Gardens-Columbia Street-Red Hook,4005,55166.98785950000,17692164.85790000111
85,3,Brooklyn,008500,3008500,E,BK33,Carroll Gardens-Columbia Street-Red Hook,4005,7950.93180991000,2624913.76980999997
193,1,Manhattan,019300,1019300,E,MN09,Morningside Heights,3802,5716.17852867000,1892231.90262999991
195,1,Manhattan,019500,1019500,I,MN09,Morningside Heights,3802,6579.14571160000,2338239.65908000013
56.01,3,Brooklyn,005601,3005601,I,BK31,Bay Ridge,4013,6884.63632838000,1818781.26601999998
56.02,3,Brooklyn,005602,3005602,I,BK31,Bay Ridge,4013,5792.64739927000,1456999.84016999998
132,2,Bronx,013200,2013200,I,BX52,Schuylerville-Throgs Neck-Edgewater Park,3703,18607.92627640000,6526040.82844000030
355,3,Brooklyn,035500,3035500,E,BK63,Crown Heights South,4011,5844.44193655000,1485518.50872999988
880,3,Brooklyn,088000,3088000,E,BK60,Prospect Lefferts Gardens-Wingate,4011,7746.80496636000,1963161.75983000011
231,2,Bronx,023100,2023100,E,BX41,Mount Hope,3707,4643.20524614000,1288622.89361999999
395,2,Bronx,039500,2039500,E,BX01,Claremont-Bathgate,3705,11673.50831750000,4446408.65842000023
